"Data,""Último"",""Abertura"",""Máxima"",""Mínima"",""Var%"""
"16,07,2019,""108,24"",""107,90"",""108,38"",""107,88"",""0,30%"""
"15,07,2019,""107,92"",""107,88"",""108,11"",""107,80"",""0,08%"""
"14,07,2019,""107,83"",""107,88"",""107,97"",""107,79"",""-0,07%"""
"12,07,2019,""107,91"",""108,48"",""108,61"",""107,80"",""-0,54%"""
"11,07,2019,""108,50"",""108,47"",""108,53"",""107,86"",""0,03%"""
"10,07,2019,""108,47"",""108,84"",""108,98"",""108,33"",""-0,36%"""
