DATA,CORINTHIANS,PLACARCOR,PLACARADV,ADVERSÁRIO
27-05-81,CORINTHIANS,4,1,MARÍLIA
31-05-81,CORINTHIANS,2,0,SANTOS
03-06-81,CORINTHIANS,2,0,XV DE JAÚ
07-06-81,CORINTHIANS,1,2,GUARANI
10-06-81,CORINTHIANS,2,0,BOTAFOGO (RIBEIRÃO PRETO)
14-06-81,CORINTHIANS,3,1,FERROVIÁRIA (ARARAQUARA)
18-06-81,CORINTHIANS,0,1,NOROESTE
21-06-81,CORINTHIANS,1,2,PALMEIRAS
28-06-81,CORINTHIANS,1,2,SÃO PAULO
01-07-81,CORINTHIANS,0,0,AMÉRICA (RIO PRETO)
05-07-81,CORINTHIANS,3,2,SÃO BENTO (SOROCABA)
12-07-81,CORINTHIANS,1,1,SÃO JOSÉ (SJ EC)
15-07-81,CORINTHIANS,3,3,JUVENTUS
19-07-81,CORINTHIANS,1,1,MARÍLIA
22-07-81,CORINTHIANS,2,1,MARÍLIA
26-07-81,CORINTHIANS,2,2,JUVENTUS
29-07-81,CORINTHIANS,2,0,SÃO JOSÉ (SJ EC)
04-08-81,CORINTHIANS,1,1,SÃO PAULO
06-08-81,CORINTHIANS,0,1,PALMEIRAS
09-08-81,CORINTHIANS,1,1,FRANCANA
12-08-81,CORINTHIANS,1,1,SÃO BENTO (SOROCABA)
16-08-81,CORINTHIANS,0,1,XV DE JAÚ
19-08-81,CORINTHIANS,1,0,AMÉRICA (RIO PRETO)
23-08-81,CORINTHIANS,1,2,SÃO JOSÉ (SJ EC)
30-08-81,CORINTHIANS,1,1,MARÍLIA
02-09-81,CORINTHIANS,2,0,FERROVIÁRIA (ARARAQUARA)
06-09-81,CORINTHIANS,0,3,JUVENTUS
09-09-81,CORINTHIANS,2,1,GUARANI
12-09-81,CORINTHIANS,1,2,INTERNACIONAL LIMEIRA
17-09-81,CORINTHIANS,2,1,PORTUGUESA
20-09-81,CORINTHIANS,1,1,SÃO PAULO
27-09-81,CORINTHIANS,2,2,SANTOS
30-09-81,CORINTHIANS,1,1,NOROESTE
03-10-81,CORINTHIANS,3,2,PONTE PRETA
07-10-81,CORINTHIANS,0,1,COMERCIAL (RIBEIRÃO PRETO)
11-10-81,CORINTHIANS,0,0,PALMEIRAS
14-10-81,CORINTHIANS,3,0,TAUBATÉ
17-10-81,CORINTHIANS,1,3,BOTAFOGO (RIBEIRÃO PRETO)
25-10-81,CORINTHIANS,0,2,SÃO PAULO
01-11-81,CORINTHIANS,1,1,XV DE JAÚ
05-11-81,CORINTHIANS,1,1,GUARANI
08-11-81,CORINTHIANS,2,0,XV DE JAÚ
11-11-81,CORINTHIANS,0,0,GUARANI
15-11-81,CORINTHIANS,1,0,SÃO PAULO
18-11-81,CORINTHIANS,2,1,INDEPENDIENTE
20-11-81,CORINTHIANS,2,0,AMÉRICA
26-11-81,CORINTHIANS,1,0,COMUNICALES
29-11-81,CORINTHIANS,0,0,AURORA
02-12-81,CORINTHIANS,6,0,SELEÇÃO DO CURAÇAO
21-01-82,CORINTHIANS,1,0,ESTUDIANTES
24-01-82,CORINTHIANS,2,0,AMÉRICA
28-01-82,CORINTHIANS,1,1,COLATINA
31-01-82,CORINTHIANS,0,0,CATUENSE
03-02-82,CORINTHIANS,5,1,GUARÁ
07-02-82,CORINTHIANS,3,1,LEÔNICO
11-02-82,CORINTHIANS,4,2,FORTALEZA
17-02-82,CORINTHIANS,2,1,CAMPINENSE
27-02-82,CORINTHIANS,1,1,FLAMENGO
07-03-82,CORINTHIANS,2,0,INTERNACIONAL
10-03-82,CORINTHIANS,3,1,ATLÉTICO MINEIRO
14-03-82,CORINTHIANS,1,0,INTERNACIONAL
17-03-82,CORINTHIANS,2,1,ATLÉTICO MINEIRO
25-03-82,CORINTHIANS,0,2,FLAMENGO
28-03-82,CORINTHIANS,1,1,BAHIA
01-04-82,CORINTHIANS,5,2,BAHIA
04-04-82,CORINTHIANS,1,0,BANGU
07-04-82,CORINTHIANS,1,2,BANGU
11-04-82,CORINTHIANS,1,2,GRÊMIO
14-04-82,CORINTHIANS,1,3,GRÊMIO
28-04-82,CORINTHIANS,1,1,PORTUGUESA
01-05-82,CORINTHIANS,2,0,SANTA CRUZ
04-05-82,CORINTHIANS,1,1,PALMEIRAS
09-05-82,CORINTHIANS,1,0,FLUMINENSE
16-05-82,CORINTHIANS,1,1,PORTUGUESA
20-05-82,CORINTHIANS,0,0,PAYSANDU
23-05-82,CORINTHIANS,0,1,PALMEIRAS
26-05-82,CORINTHIANS,2,2,SANTA CRUZ
30-05-82,CORINTHIANS,1,2,FLUMINENSE
10-06-82,CORINTHIANS,1,0,SUZANO
27-06-82,CORINTHIANS,0,0,UBERLÂNDIA
14-07-82,CORINTHIANS,1,0,SANTO ANDRÉ
17-07-82,CORINTHIANS,2,0,COMERCIAL (RIBEIRÃO PRETO)
22-07-82,CORINTHIANS,1,1,SÃO JOSÉ (SJ EC)
25-07-82,CORINTHIANS,0,1,SÃO BENTO (SOROCABA)
28-07-82,CORINTHIANS,2,0,JUVENTUS
01-08-82,CORINTHIANS,5,1,PALMEIRAS
04-08-82,CORINTHIANS,2,0,FRANCANA
08-08-82,CORINTHIANS,2,1,FERROVIÁRIA (ARARAQUARA)
11-08-82,CORINTHIANS,3,2,INTERNACIONAL LIMEIRA
14-08-82,CORINTHIANS,0,0,XV DE JAÚ
18-08-82,CORINTHIANS,0,1,GUARANI
22-08-82,CORINTHIANS,1,0,SANTOS
26-08-82,CORINTHIANS,1,1,PONTE PRETA
28-08-82,CORINTHIANS,1,0,MARÍLIA
31-08-82,CORINTHIANS,3,2,ATLANTE
03-09-82,CORINTHIANS,8,2,SELEÇÃO DE TRINIDAD E TOBAGO
05-09-82,CORINTHIANS,0,0,SUBT
08-09-82,CORINTHIANS,0,0,PORTUGUESA
12-09-82,CORINTHIANS,2,0,SÃO PAULO
16-09-82,CORINTHIANS,2,1,BOTAFOGO (RIBEIRÃO PRETO)
19-09-82,CORINTHIANS,1,1,TAUBATÉ
22-09-82,CORINTHIANS,4,1,AMÉRICA (RIO PRETO)
25-09-82,CORINTHIANS,2,0,INTERNACIONAL LIMEIRA
03-10-82,CORINTHIANS,1,2,FRANCANA
05-10-82,CORINTHIANS,2,3,PEÑAROL
10-10-82,CORINTHIANS,3,1,PORTUGUESA
13-10-82,CORINTHIANS,0,2,PONTE PRETA
17-10-82,CORINTHIANS,1,1,GUARANI
20-10-82,CORINTHIANS,2,1,COMERCIAL (RIBEIRÃO PRETO)
23-10-82,CORINTHIANS,3,3,AMÉRICA (RIO PRETO)
27-10-82,CORINTHIANS,2,1,SÃO BENTO (SOROCABA)
31-10-82,CORINTHIANS,0,0,PALMEIRAS
03-11-82,CORINTHIANS,5,1,JUVENTUS
07-11-82,CORINTHIANS,3,1,SANTO ANDRÉ
10-11-82,CORINTHIANS,4,0,TAUBATÉ
12-11-82,CORINTHIANS,1,1,CASCAVEL
18-11-82,CORINTHIANS,2,0,SÃO JOSÉ (SJ EC)
21-11-82,CORINTHIANS,1,0,SANTOS
23-11-82,CORINTHIANS,4,2,BOTAFOGO (RIBEIRÃO PRETO)
25-11-82,CORINTHIANS,3,1,XV DE JAÚ
28-11-82,CORINTHIANS,3,1,FERROVIÁRIA (ARARAQUARA)
02-12-82,CORINTHIANS,0,1,MARÍLIA
05-12-82,CORINTHIANS,2,3,SÃO PAULO
08-12-82,CORINTHIANS,1,0,SÃO PAULO
12-12-82,CORINTHIANS,3,1,SÃO PAULO
23-01-83,CORINTHIANS,2,1,FLUMINENSE
27-01-83,CORINTHIANS,3,1,FORTALEZA
30-01-83,CORINTHIANS,1,2,TIRADENTES
06-02-83,CORINTHIANS,4,2,CSA
09-02-83,CORINTHIANS,10,1,TIRADENTES
23-02-83,CORINTHIANS,3,1,FORTALEZA
27-02-83,CORINTHIANS,2,1,CSA
06-03-83,CORINTHIANS,0,1,FLUMINENSE
13-03-83,CORINTHIANS,1,1,VASCO DA GAMA
16-03-83,CORINTHIANS,1,0,BAHIA
22-03-83,CORINTHIANS,1,1,CAMPO GRANDE
27-03-83,CORINTHIANS,2,0,BAHIA
31-03-83,CORINTHIANS,0,0,VASCO DA GAMA
03-04-83,CORINTHIANS,3,1,CAMPO GRANDE
10-04-83,CORINTHIANS,1,1,GUARANI
14-04-83,CORINTHIANS,1,1,GOIÁS
17-04-83,CORINTHIANS,1,5,FLAMENGO
20-04-83,CORINTHIANS,2,0,GUARANI
24-04-83,CORINTHIANS,1,2,GOIÁS
01-05-83,CORINTHIANS,4,1,FLAMENGO
06-05-83,CORINTHIANS,2,2,AMÉRICA
08-05-83,CORINTHIANS,0,0,INTERNACIONAL
10-05-83,CORINTHIANS,0,1,GRÊMIO MARINGÁ
15-05-83,CORINTHIANS,1,0,FERROVIÁRIA (ARARAQUARA)
19-05-83,CORINTHIANS,0,0,SÃO JOSÉ (SJ EC)
21-05-83,CORINTHIANS,1,0,INTERNACIONAL LIMEIRA
12-06-83,CORINTHIANS,1,0,SÃO BENTO (SOROCABA)
15-06-83,CORINTHIANS,2,2,SANTO ANDRÉ
18-06-83,CORINTHIANS,1,1,MARÍLIA
22-06-83,CORINTHIANS,1,1,JUVENTUS
26-06-83,CORINTHIANS,1,2,PALMEIRAS
29-06-83,CORINTHIANS,4,1,BOTAFOGO (RIBEIRÃO PRETO)
02-07-83,CORINTHIANS,1,2,TAUBATÉ
06-07-83,CORINTHIANS,3,0,AMÉRICA (RIO PRETO)
10-07-83,CORINTHIANS,0,2,TAQUARITINGA
13-07-83,CORINTHIANS,2,1,PORTUGUESA
17-07-83,CORINTHIANS,1,1,SÃO PAULO
21-07-83,CORINTHIANS,2,1,PONTE PRETA
24-07-83,CORINTHIANS,1,2,COMERCIAL (RIBEIRÃO PRETO)
31-07-83,CORINTHIANS,0,0,SANTOS
07-08-83,CORINTHIANS,3,0,GUARANI
11-08-83,CORINTHIANS,1,1,XV DE JAÚ
14-08-83,CORINTHIANS,2,1,FERROVIÁRIA (ARARAQUARA)
20-08-83,CORINTHIANS,0,0,TAUBATÉ
28-08-83,CORINTHIANS,1,1,MARÍLIA
04-09-83,CORINTHIANS,3,2,GUARANI
07-09-83,CORINTHIANS,3,1,XV DE JAÚ
10-09-83,CORINTHIANS,0,0,SANTO ANDRÉ
17-09-83,CORINTHIANS,2,0,BOTAFOGO (RIBEIRÃO PRETO)
21-09-83,CORINTHIANS,3,2,PONTE PRETA
25-09-83,CORINTHIANS,1,1,PALMEIRAS
28-09-83,CORINTHIANS,0,2,SÃO BENTO (SOROCABA)
02-10-83,CORINTHIANS,1,0,SÃO PAULO
04-10-83,CORINTHIANS,3,0,COMERCIAL (RIBEIRÃO PRETO)
08-10-83,CORINTHIANS,1,0,AMÉRICA (RIO PRETO)
12-10-83,CORINTHIANS,1,2,PORTUGUESA
16-10-83,CORINTHIANS,2,1,JUVENTUS
19-10-83,CORINTHIANS,2,1,TAQUARITINGA
23-10-83,CORINTHIANS,0,2,SANTOS
29-10-83,CORINTHIANS,1,1,INTERNACIONAL LIMEIRA
06-11-83,CORINTHIANS,3,1,SÃO JOSÉ (SJ EC)
13-11-83,CORINTHIANS,1,1,SANTOS
15-11-83,CORINTHIANS,2,0,PONTE PRETA
19-11-83,CORINTHIANS,2,0,SÃO BENTO (SOROCABA)
23-11-83,CORINTHIANS,3,0,SÃO BENTO (SOROCABA)
27-11-83,CORINTHIANS,0,0,SANTOS
01-12-83,CORINTHIANS,1,1,PONTE PRETA
04-12-83,CORINTHIANS,1,1,PALMEIRAS
08-12-83,CORINTHIANS,1,0,PALMEIRAS
11-12-83,CORINTHIANS,1,0,SÃO PAULO
14-12-83,CORINTHIANS,1,1,SÃO PAULO
18-12-83,CORINTHIANS,2,2,FLUMINENSE
14-01-84,CORINTHIANS,1,2,SELEÇÃO DO JAPÃO
16-01-84,CORINTHIANS,2,1,SELEÇÃO DO JAPÃO
22-01-84,CORINTHIANS,2,3,SELEÇÃO DO JAPÃO
24-01-84,CORINTHIANS,0,0,SEIKO
26-01-84,CORINTHIANS,3,2,COMB. TUNAS/SEL. JACARTA
31-01-84,CORINTHIANS,4,0,SELEÇÃO DA TAILÂNDIA
03-02-84,CORINTHIANS,0,0,OPERÁRIO
05-02-84,CORINTHIANS,1,0,ANAPOLINA
09-02-84,CORINTHIANS,1,2,JOINVILLE
12-02-84,CORINTHIANS,1,1,INTERNACIONAL
19-02-84,CORINTHIANS,2,1,JOINVILLE
22-02-84,CORINTHIANS,4,0,OPERÁRIO
26-02-84,CORINTHIANS,0,0,INTERNACIONAL
29-02-84,CORINTHIANS,0,0,ANAPOLINA
11-03-84,CORINTHIANS,4,0,NÁUTICO
14-03-84,CORINTHIANS,1,1,SANTA CRUZ
18-03-84,CORINTHIANS,0,0,TREZE
21-03-84,CORINTHIANS,1,0,SANTA CRUZ
24-03-84,CORINTHIANS,1,1,TREZE
01-04-84,CORINTHIANS,1,5,NÁUTICO
08-04-84,CORINTHIANS,1,1,ATLÉTICO PARANAENSE
11-04-84,CORINTHIANS,1,2,GRÊMIO
14-04-84,CORINTHIANS,5,0,GOIÁS
18-04-84,CORINTHIANS,0,0,GRÊMIO
22-04-84,CORINTHIANS,1,0,GOIÁS
25-04-84,CORINTHIANS,2,0,ATLÉTICO PARANAENSE
29-04-84,CORINTHIANS,0,2,FLAMENGO
06-05-84,CORINTHIANS,4,1,FLAMENGO
13-05-84,CORINTHIANS,0,2,FLUMINENSE
20-05-84,CORINTHIANS,0,0,FLUMINENSE
03-06-84,CORINTHIANS,3,0,VASCO DA GAMA
10-06-84,CORINTHIANS,1,2,SELEÇÃO DA JAMAICA
20-06-84,CORINTHIANS,0,0,ARAÇATUBA
01-07-84,CORINTHIANS,0,0,MARÍLIA
04-07-84,CORINTHIANS,3,1,XV DE PIRACICABA
07-07-84,CORINTHIANS,2,2,BOTAFOGO (RIBEIRÃO PRETO)
11-07-84,CORINTHIANS,2,0,COMERCIAL (RIBEIRÃO PRETO)
15-07-84,CORINTHIANS,1,1,TAUBATÉ
22-07-84,CORINTHIANS,2,2,SÃO PAULO
26-07-84,CORINTHIANS,0,1,AMÉRICA (RIO PRETO)
29-07-84,CORINTHIANS,5,1,PORTUGUESA
02-08-84,CORINTHIANS,2,0,SÃO BENTO (SOROCABA)
05-08-84,CORINTHIANS,1,1,SANTO ANDRÉ
08-08-84,CORINTHIANS,0,1,INTERNACIONAL LIMEIRA
12-08-84,CORINTHIANS,1,1,XV DE JAÚ
15-08-84,CORINTHIANS,3,2,FERROVIÁRIA (ARARAQUARA)
19-08-84,CORINTHIANS,2,0,PALMEIRAS
24-08-84,CORINTHIANS,3,0,DOURADENSE
26-08-84,CORINTHIANS,0,0,OPERÁRIO
29-08-84,CORINTHIANS,2,0,PONTE PRETA
01-09-84,CORINTHIANS,1,0,JUVENTUS
05-09-84,CORINTHIANS,2,2,FIORENTINA
09-09-84,CORINTHIANS,1,2,GUARANI
13-09-84,CORINTHIANS,3,0,TAQUARITINGA
16-09-84,CORINTHIANS,0,0,SANTOS
19-09-84,CORINTHIANS,3,1,FERROVIÁRIA (ARARAQUARA)
22-09-84,CORINTHIANS,1,0,TAQUARITINGA
27-09-84,CORINTHIANS,1,0,COMERCIAL (RIBEIRÃO PRETO)
30-09-84,CORINTHIANS,1,1,XV DE JAÚ
06-10-84,CORINTHIANS,0,3,BOTAFOGO (RIBEIRÃO PRETO)
11-10-84,CORINTHIANS,1,0,JUVENTUS
14-10-84,CORINTHIANS,0,1,SÃO PAULO
17-10-84,CORINTHIANS,3,2,SANTO ANDRÉ
21-10-84,CORINTHIANS,1,1,AMÉRICA (RIO PRETO)
24-10-84,CORINTHIANS,2,1,GUARANI
27-10-84,CORINTHIANS,2,1,XV DE PIRACICABA
04-11-84,CORINTHIANS,2,1,PALMEIRAS
08-11-84,CORINTHIANS,2,0,INTERNACIONAL LIMEIRA
11-11-84,CORINTHIANS,0,0,SÃO BENTO (SOROCABA)
13-11-84,CORINTHIANS,2,0,SÃO BENTO (SOROCABA)
15-11-84,CORINTHIANS,2,1,MARÍLIA
18-11-84,CORINTHIANS,2,0,PORTUGUESA
21-11-84,CORINTHIANS,2,0,TAUBATÉ
24-11-84,CORINTHIANS,0,0,PONTE PRETA
02-12-84,CORINTHIANS,0,1,SANTOS
06-12-84,CORINTHIANS,3,1,BANDEIRANTE
27-01-85,CORINTHIANS,2,2,VASCO DA GAMA
30-01-85,CORINTHIANS,0,1,INTERNACIONAL
03-02-85,CORINTHIANS,0,2,FLAMENGO
06-02-85,CORINTHIANS,1,1,CRUZEIRO
10-02-85,CORINTHIANS,1,0,SANTOS
14-02-85,CORINTHIANS,2,0,SÃO PAULO
24-02-85,CORINTHIANS,2,0,PORTUGUESA
27-02-85,CORINTHIANS,0,0,NÁUTICO
02-03-85,CORINTHIANS,2,0,BAHIA
06-03-85,CORINTHIANS,4,0,GOIÁS
09-03-85,CORINTHIANS,0,1,VASCO DA GAMA
13-03-85,CORINTHIANS,1,1,INTERNACIONAL
21-03-85,CORINTHIANS,1,1,CRUZEIRO
24-03-85,CORINTHIANS,0,0,SANTOS
28-03-85,CORINTHIANS,1,2,SÃO PAULO
31-03-85,CORINTHIANS,2,0,PORTUGUESA
03-04-85,CORINTHIANS,1,1,FLAMENGO
07-04-85,CORINTHIANS,2,0,NÁUTICO
10-04-85,CORINTHIANS,0,2,BAHIA
14-04-85,CORINTHIANS,2,1,GOIÁS
28-04-85,CORINTHIANS,3,0,ITUANO
09-05-85,CORINTHIANS,5,1,GRÊMIO MARINGÁ
12-05-85,CORINTHIANS,4,1,COMERCIAL (RIBEIRÃO PRETO)
16-05-85,CORINTHIANS,3,3,XV DE JAÚ
19-05-85,CORINTHIANS,1,1,XV DE PIRACICABA
22-05-85,CORINTHIANS,2,0,PONTE PRETA
26-05-85,CORINTHIANS,0,1,NOROESTE
29-05-85,CORINTHIANS,3,1,INTERNACIONAL LIMEIRA
01-06-85,CORINTHIANS,1,1,PAULISTA
06-06-85,CORINTHIANS,2,1,JUVENTUS
09-06-85,CORINTHIANS,3,1,BOTAFOGO (RIBEIRÃO PRETO)
12-06-85,CORINTHIANS,1,1,MARÍLIA
15-06-85,CORINTHIANS,1,1,PORTUGUESA
19-06-85,CORINTHIANS,1,1,SANTO ANDRÉ
22-06-85,CORINTHIANS,2,0,GUARANI
26-06-85,CORINTHIANS,1,0,SÃO BENTO (SOROCABA)
29-06-85,CORINTHIANS,0,0,AMÉRICA (RIO PRETO)
04-07-85,CORINTHIANS,0,2,JOINVILLE
07-07-85,CORINTHIANS,0,1,CORITIBA
10-07-85,CORINTHIANS,0,0,SPORT
13-07-85,CORINTHIANS,1,0,CORITIBA
17-07-85,CORINTHIANS,1,3,SPORT
21-07-85,CORINTHIANS,1,1,JOINVILLE
28-07-85,CORINTHIANS,1,2,FERROVIÁRIA (ARARAQUARA)
04-08-85,CORINTHIANS,0,1,SÃO PAULO
11-08-85,CORINTHIANS,2,2,SANTOS
18-08-85,CORINTHIANS,1,0,PALMEIRAS
25-08-85,CORINTHIANS,3,3,SELEÇÃO DA BULGÁRIA
28-08-85,CORINTHIANS,2,1,SELEÇÃO DO CHILE
31-08-85,CORINTHIANS,1,1,SELEÇÃO DO MÉXICO
04-09-85,CORINTHIANS,0,1,PAULISTA
08-09-85,CORINTHIANS,0,0,MARÍLIA
11-09-85,CORINTHIANS,0,2,INTERNACIONAL LIMEIRA
15-09-85,CORINTHIANS,1,1,SÃO PAULO
18-09-85,CORINTHIANS,1,0,AMÉRICA (RIO PRETO)
21-09-85,CORINTHIANS,0,1,SANTO ANDRÉ
25-09-85,CORINTHIANS,1,0,NOROESTE
28-09-85,CORINTHIANS,0,0,FERROVIÁRIA (ARARAQUARA)
03-10-85,CORINTHIANS,2,2,BOTAFOGO (RIBEIRÃO PRETO)
06-10-85,CORINTHIANS,1,1,SÃO BENTO (SOROCABA)
13-10-85,CORINTHIANS,0,3,PALMEIRAS
16-10-85,CORINTHIANS,2,0,XV DE PIRACICABA
20-10-85,CORINTHIANS,1,1,PORTUGUESA
27-10-85,CORINTHIANS,1,1,XV DE JAÚ
31-10-85,CORINTHIANS,0,0,GUARANI
07-11-85,CORINTHIANS,0,0,PONTE PRETA
10-11-85,CORINTHIANS,0,0,JUVENTUS
17-11-85,CORINTHIANS,2,1,SANTOS
24-11-85,CORINTHIANS,0,1,COMERCIAL (RIBEIRÃO PRETO)
17-01-86,CORINTHIANS,3,0,GRASSHOPPER
19-01-86,CORINTHIANS,2,0,SANTOS
18-02-86,CORINTHIANS,1,0,INDEPENDIENTE
23-02-86,CORINTHIANS,3,1,XV DE PIRACICABA
02-03-86,CORINTHIANS,0,4,COMERCIAL (RIBEIRÃO PRETO)
09-03-86,CORINTHIANS,4,0,GUARANI
12-03-86,CORINTHIANS,1,1,INTERNACIONAL LIMEIRA
16-03-86,CORINTHIANS,3,0,JUVENTUS
19-03-86,CORINTHIANS,3,0,PAULISTA
23-03-86,CORINTHIANS,0,0,SÃO BENTO (SOROCABA)
30-03-86,CORINTHIANS,3,2,XV DE JAÚ
02-04-86,CORINTHIANS,1,0,AMÉRICA (RIO PRETO)
06-04-86,CORINTHIANS,0,1,PONTE PRETA
09-04-86,CORINTHIANS,4,4,BOTAFOGO (RIBEIRÃO PRETO)
13-04-86,CORINTHIANS,0,1,PORTUGUESA
16-04-86,CORINTHIANS,1,0,MOGI MIRIM
20-04-86,CORINTHIANS,0,1,SANTOS
27-04-86,CORINTHIANS,0,2,PALMEIRAS
30-04-86,CORINTHIANS,2,0,FERROVIÁRIA (ARARAQUARA)
04-05-86,CORINTHIANS,1,1,NOVORIZONTINO (GEN)
11-05-86,CORINTHIANS,0,0,SANTO ANDRÉ
17-05-86,CORINTHIANS,1,1,SÃO PAULO
24-05-86,CORINTHIANS,1,0,PONTE PRETA
28-05-86,CORINTHIANS,1,1,FERROVIÁRIA (ARARAQUARA)
07-06-86,CORINTHIANS,1,0,REMO
09-06-86,CORINTHIANS,1,1,PAYSANDU
14-06-86,CORINTHIANS,2,1,CORINTHIANS (PRUDENTE)
19-06-86,CORINTHIANS,1,1,COMERCIAL (RIBEIRÃO PRETO)
24-06-86,CORINTHIANS,0,0,AMÉRICA (RIO PRETO)
28-06-86,CORINTHIANS,1,0,XV DE PIRACICABA
02-07-86,CORINTHIANS,1,2,NOVORIZONTINO (GEN)
06-07-86,CORINTHIANS,1,2,PAULISTA
09-07-86,CORINTHIANS,2,0,XV DE JAÚ
13-07-86,CORINTHIANS,2,0,PORTUGUESA
16-07-86,CORINTHIANS,0,0,JUVENTUS
20-07-86,CORINTHIANS,1,2,SÃO PAULO
23-07-86,CORINTHIANS,2,0,MOGI MIRIM
26-07-86,CORINTHIANS,2,0,SANTOS
30-07-86,CORINTHIANS,1,0,SÃO BENTO (SOROCABA)
03-08-86,CORINTHIANS,1,5,PALMEIRAS
06-08-86,CORINTHIANS,1,0,SANTO ANDRÉ
10-08-86,CORINTHIANS,0,1,BOTAFOGO (RIBEIRÃO PRETO)
13-08-86,CORINTHIANS,1,0,INTERNACIONAL LIMEIRA
17-08-86,CORINTHIANS,3,1,GUARANI
24-08-86,CORINTHIANS,1,0,PALMEIRAS
27-08-86,CORINTHIANS,0,3,PALMEIRAS
31-08-86,CORINTHIANS,3,0,GOIÁS
04-09-86,CORINTHIANS,1,0,PAYSANDU
07-09-86,CORINTHIANS,1,1,PONTE PRETA
11-09-86,CORINTHIANS,0,0,AMÉRICA
14-09-86,CORINTHIANS,6,0,SERGIPE
18-09-86,CORINTHIANS,0,1,JOINVILLE
21-09-86,CORINTHIANS,3,2,FLAMENGO
24-09-86,CORINTHIANS,1,0,BOTAFOGO
28-09-86,CORINTHIANS,1,2,GRÊMIO
01-10-86,CORINTHIANS,0,0,ATLÉTICO PARANAENSE
12-10-86,CORINTHIANS,1,1,CRICIÚMA
19-10-86,CORINTHIANS,2,2,INTERNACIONAL
22-10-86,CORINTHIANS,4,0,CEARÁ
26-10-86,CORINTHIANS,3,1,NACIONAL
30-10-86,CORINTHIANS,5,0,SOBRADINHO
02-11-86,CORINTHIANS,1,2,ATLÉTICO MINEIRO
09-11-86,CORINTHIANS,2,1,RIO BRANCO
16-11-86,CORINTHIANS,0,0,VASCO DA GAMA
23-11-86,CORINTHIANS,1,0,ATLÉTICO MINEIRO
27-11-86,CORINTHIANS,1,0,NACIONAL
30-11-86,CORINTHIANS,0,0,CEARÁ
04-12-86,CORINTHIANS,0,0,SOBRADINHO
07-12-86,CORINTHIANS,1,1,INTERNACIONAL
10-12-86,CORINTHIANS,0,1,CRICIÚMA
14-12-86,CORINTHIANS,1,1,VASCO DA GAMA
23-01-87,CORINTHIANS,1,0,COLÔNIA
28-01-87,CORINTHIANS,1,0,RIO BRANCO
01-02-87,CORINTHIANS,0,0,GRÊMIO
05-02-87,CORINTHIANS,1,1,GRÊMIO
08-02-87,CORINTHIANS,0,2,AMÉRICA
12-02-87,CORINTHIANS,2,1,AMÉRICA
08-03-87,CORINTHIANS,4,1,INTERNACIONAL
12-03-87,CORINTHIANS,0,0,OPERÁRIO
15-03-87,CORINTHIANS,1,1,PALMEIRAS
22-03-87,CORINTHIANS,1,3,PORTUGUESA
29-03-87,CORINTHIANS,1,1,BOTAFOGO (RIBEIRÃO PRETO)
02-04-87,CORINTHIANS,2,0,NOVORIZONTINO (GEN)
05-04-87,CORINTHIANS,0,0,FERROVIÁRIA (ARARAQUARA)
09-04-87,CORINTHIANS,0,2,JUVENTUS
12-04-87,CORINTHIANS,0,2,PALMEIRAS
15-04-87,CORINTHIANS,0,1,SÃO BENTO (SOROCABA)
19-04-87,CORINTHIANS,0,2,GUARANI
22-04-87,CORINTHIANS,0,2,NOROESTE
26-04-87,CORINTHIANS,0,0,AMÉRICA (RIO PRETO)
29-04-87,CORINTHIANS,4,2,BANDEIRANTE
03-05-87,CORINTHIANS,0,0,SANTOS
07-05-87,CORINTHIANS,1,3,SANTO ANDRÉ
10-05-87,CORINTHIANS,0,0,SÃO PAULO
13-05-87,CORINTHIANS,1,0,INTERNACIONAL LIMEIRA
17-05-87,CORINTHIANS,0,1,XV DE PIRACICABA
21-05-87,CORINTHIANS,2,2,XV DE JAÚ
24-05-87,CORINTHIANS,0,1,MOGI MIRIM
27-05-87,CORINTHIANS,3,0,PONTE PRETA
31-05-87,CORINTHIANS,1,0,INTERNACIONAL LIMEIRA
07-06-87,CORINTHIANS,2,0,SANTOS
10-06-87,CORINTHIANS,1,1,XV DE JAÚ
17-06-87,CORINTHIANS,3,2,NOROESTE
21-06-87,CORINTHIANS,3,0,PALMEIRAS
23-06-87,CORINTHIANS,1,1,PONTE PRETA
25-06-87,CORINTHIANS,3,1,AMÉRICA (RIO PRETO)
28-06-87,CORINTHIANS,1,1,NOVORIZONTINO (GEN)
01-07-87,CORINTHIANS,2,0,FERROVIÁRIA (ARARAQUARA)
04-07-87,CORINTHIANS,2,1,JUVENTUS
08-07-87,CORINTHIANS,1,0,BANDEIRANTE
12-07-87,CORINTHIANS,2,1,XV DE PIRACICABA
15-07-87,CORINTHIANS,3,1,MOGI MIRIM
18-07-87,CORINTHIANS,2,1,PORTUGUESA
25-07-87,CORINTHIANS,3,1,GUARANI
01-08-87,CORINTHIANS,0,0,SANTO ANDRÉ
05-08-87,CORINTHIANS,5,0,BOTAFOGO (RIBEIRÃO PRETO)
09-08-87,CORINTHIANS,3,3,SÃO PAULO
12-08-87,CORINTHIANS,1,2,SÃO BENTO (SOROCABA)
16-08-87,CORINTHIANS,5,1,SANTOS
22-08-87,CORINTHIANS,0,0,SANTOS
26-08-87,CORINTHIANS,1,2,SÃO PAULO
30-08-87,CORINTHIANS,0,0,SÃO PAULO
