DATA,CORINTHIANS,PLACARCOR,PLACARADV,ADVERSÁRIO
07-06-67,CORINTHIANS,0,3,INTERNACIONAL
10-06-67,CORINTHIANS,1,1,ATLÉTICO MINEIRO
18-06-67,CORINTHIANS,2,1,UBERABA
22-06-67,CORINTHIANS,4,1,ATLÉTICO GOIANIENSE
25-06-67,CORINTHIANS,0,0,VILA NOVA
09-07-67,CORINTHIANS,4,1,GUARANI
16-07-67,CORINTHIANS,3,0,SÃO BENTO (SOROCABA)
19-07-67,CORINTHIANS,3,0,PORTUGUESA SANTISTA
23-07-67,CORINTHIANS,1,1,FERROVIÁRIA (ARARAQUARA)
30-07-67,CORINTHIANS,2,1,PALMEIRAS
05-08-67,CORINTHIANS,1,0,JUVENTUS
13-08-67,CORINTHIANS,3,3,SÃO PAULO
16-08-67,CORINTHIANS,4,3,AMÉRICA (RIO PRETO)
20-08-67,CORINTHIANS,2,0,PRUDENTINA
27-08-67,CORINTHIANS,6,2,COMERCIAL (RIBEIRÃO PRETO)
02-09-67,CORINTHIANS,0,0,PORTUGUESA
06-09-67,CORINTHIANS,2,2,BOTAFOGO (RIBEIRÃO PRETO)
10-09-67,CORINTHIANS,1,2,SANTOS
17-09-67,CORINTHIANS,1,0,FERROVIÁRIA (ARARAQUARA)
21-09-67,CORINTHIANS,4,0,BRAGANTINO
27-09-67,CORINTHIANS,1,1,PAULISTA
04-10-67,CORINTHIANS,2,0,PORTUGUESA SANTISTA
08-10-67,CORINTHIANS,1,0,JUVENTUS
15-10-67,CORINTHIANS,0,0,SÃO BENTO (SOROCABA)
23-10-67,CORINTHIANS,1,1,GUARANI
29-10-67,CORINTHIANS,4,0,COMERCIAL (RIBEIRÃO PRETO)
05-11-67,CORINTHIANS,4,0,PORTUGUESA
12-11-67,CORINTHIANS,0,3,AMÉRICA (RIO PRETO)
19-11-67,CORINTHIANS,0,2,PALMEIRAS
26-11-67,CORINTHIANS,4,1,PRUDENTINA
02-12-67,CORINTHIANS,3,0,BOTAFOGO (RIBEIRÃO PRETO)
10-12-67,CORINTHIANS,1,2,SANTOS
17-12-67,CORINTHIANS,1,1,SÃO PAULO
14-01-68,CORINTHIANS,2,0,SELEÇÃO MARANHÃO
16-01-68,CORINTHIANS,5,3,SELEÇÃO PIAUÍ
18-01-68,CORINTHIANS,2,1,FORTALEZA
21-01-68,CORINTHIANS,0,2,BAHIA
23-01-68,CORINTHIANS,7,0,BAHIA DE FEIRA DE SANTANA
04-02-68,CORINTHIANS,2,1,XV DE PIRACICABA
11-02-68,CORINTHIANS,3,1,SÃO BENTO (SOROCABA)
14-02-68,CORINTHIANS,2,1,BOTAFOGO (RIBEIRÃO PRETO)
18-02-68,CORINTHIANS,0,0,FERROVIÁRIA (ARARAQUARA)
23-02-68,CORINTHIANS,3,0,JUVENTUS
02-03-68,CORINTHIANS,1,1,COMERCIAL (RIBEIRÃO PRETO)
06-03-68,CORINTHIANS,2,0,SANTOS
10-03-68,CORINTHIANS,2,1,PALMEIRAS
13-03-68,CORINTHIANS,2,1,GUARANI
17-03-68,CORINTHIANS,2,1,AMÉRICA (RIO PRETO)
23-03-68,CORINTHIANS,7,0,PORTUGUESA SANTISTA
31-03-68,CORINTHIANS,3,2,SÃO PAULO
07-04-68,CORINTHIANS,0,0,PORTUGUESA
10-04-68,CORINTHIANS,2,3,SÃO BENTO (SOROCABA)
13-04-68,CORINTHIANS,3,1,JUVENTUS
17-04-68,CORINTHIANS,3,0,PORTUGUESA SANTISTA
21-04-68,CORINTHIANS,0,2,SANTOS
27-04-68,CORINTHIANS,0,0,GUARANI
01-05-68,CORINTHIANS,1,1,SÃO PAULO
04-05-68,CORINTHIANS,2,0,COMERCIAL (RIBEIRÃO PRETO)
08-05-68,CORINTHIANS,3,0,AMÉRICA (RIO PRETO)
11-05-68,CORINTHIANS,2,2,PALMEIRAS
19-05-68,CORINTHIANS,0,1,BOTAFOGO (RIBEIRÃO PRETO)
26-05-68,CORINTHIANS,0,1,XV DE PIRACICABA
29-05-68,CORINTHIANS,0,4,PORTUGUESA
01-06-68,CORINTHIANS,1,4,FERROVIÁRIA (ARARAQUARA)
07-07-68,CORINTHIANS,0,2,LONDRINA (FR)
14-07-68,CORINTHIANS,2,0,BANGU
21-07-68,CORINTHIANS,0,2,INTERNACIONAL
11-08-68,CORINTHIANS,0,0,FERROVIÁRIO ARAÇATUBA
18-08-68,CORINTHIANS,1,0,MARCÍLIO DIAS
20-08-68,CORINTHIANS,3,0,SEL. SÃO BERNARDO
01-09-68,CORINTHIANS,1,0,NÁUTICO
08-09-68,CORINTHIANS,2,1,SÃO PAULO
11-09-68,CORINTHIANS,3,1,PORTUGUESA
15-09-68,CORINTHIANS,4,1,GOIÁS
19-09-68,CORINTHIANS,1,0,BAHIA
29-09-68,CORINTHIANS,3,0,BOTAFOGO
03-10-68,CORINTHIANS,2,1,ATLÉTICO MINEIRO
06-10-68,CORINTHIANS,1,2,SANTOS
09-10-68,CORINTHIANS,1,3,CRUZEIRO
13-10-68,CORINTHIANS,1,0,INTERNACIONAL
17-10-68,CORINTHIANS,2,1,GRÊMIO
20-10-68,CORINTHIANS,0,4,ATLÉTICO PARANAENSE
23-10-68,CORINTHIANS,3,1,BANGU
27-10-68,CORINTHIANS,0,1,FLAMENGO
16-11-68,CORINTHIANS,0,2,PALMEIRAS
20-11-68,CORINTHIANS,2,1,VASCO DA GAMA
24-11-68,CORINTHIANS,1,2,FLUMINENSE
15-01-69,CORINTHIANS,1,1,SAN LORENZO
18-01-69,CORINTHIANS,2,0,UNIVERSIDAD DE CHILE
24-01-69,CORINTHIANS,2,4,COLO COLO
01-02-69,CORINTHIANS,1,1,DYNAMO MOSCOU
04-02-69,CORINTHIANS,1,2,ESTRELA VERMELHA
08-02-69,CORINTHIANS,1,1,ALIANZA LIMA
11-02-69,CORINTHIANS,5,2,UNIVERSITÁRIO
15-02-69,CORINTHIANS,2,0,PORTUGUESA SANTISTA
22-02-69,CORINTHIANS,4,0,SÃO BENTO (SOROCABA)
02-03-69,CORINTHIANS,4,2,SÃO PAULO
05-03-69,CORINTHIANS,5,0,XV DE PIRACICABA
09-03-69,CORINTHIANS,1,1,AMÉRICA (RIO PRETO)
12-03-69,CORINTHIANS,1,0,JUVENTUS
16-03-69,CORINTHIANS,3,2,PORTUGUESA
20-03-69,CORINTHIANS,0,1,GUARANI
23-03-69,CORINTHIANS,3,0,PAULISTA
30-03-69,CORINTHIANS,2,0,PALMEIRAS
13-04-69,CORINTHIANS,2,0,SANTOS
16-04-69,CORINTHIANS,2,0,FERROVIÁRIA (ARARAQUARA)
19-04-69,CORINTHIANS,1,0,BOTAFOGO (RIBEIRÃO PRETO)
23-04-69,CORINTHIANS,3,1,PORTUGUESA SANTISTA
27-04-69,CORINTHIANS,1,1,SÃO BENTO (SOROCABA)
04-05-69,CORINTHIANS,2,1,GUARANI
08-05-69,CORINTHIANS,2,0,PAULISTA
11-05-69,CORINTHIANS,0,2,PALMEIRAS
14-05-69,CORINTHIANS,1,2,FERROVIÁRIA (ARARAQUARA)
17-05-69,CORINTHIANS,2,0,JUVENTUS
21-05-69,CORINTHIANS,2,2,XV DE PIRACICABA
25-05-69,CORINTHIANS,1,1,SANTOS
28-05-69,CORINTHIANS,5,1,AMÉRICA (RIO PRETO)
01-06-69,CORINTHIANS,0,2,SÃO PAULO
04-06-69,CORINTHIANS,0,1,BOTAFOGO (RIBEIRÃO PRETO)
08-06-69,CORINTHIANS,1,3,SANTOS
15-06-69,CORINTHIANS,2,3,SÃO PAULO
22-06-69,CORINTHIANS,2,3,PALMEIRAS
09-07-69,CORINTHIANS,2,0,FRANCANA
13-07-69,CORINTHIANS,2,0,UBERLÂNDIA
16-07-69,CORINTHIANS,1,1,PORTUGUESA SANTISTA
20-07-69,CORINTHIANS,1,1,AMÉRICA (JOINVILLE)
27-07-69,CORINTHIANS,2,1,RIVER PLATE
02-08-69,CORINTHIANS,1,1,RIVER PLATE
16-08-69,CORINTHIANS,1,0,MÁLAGA
17-08-69,CORINTHIANS,2,1,BARCELONA
24-08-69,CORINTHIANS,2,0,DEPORTIVO MALLORCA
26-08-69,CORINTHIANS,0,1,CASERTANA
14-09-69,CORINTHIANS,2,2,PORTUGUESA
17-09-69,CORINTHIANS,3,1,BAHIA
21-09-69,CORINTHIANS,0,0,SANTA CRUZ
24-09-69,CORINTHIANS,2,0,CRUZEIRO
28-09-69,CORINTHIANS,3,1,INTERNACIONAL
01-10-69,CORINTHIANS,2,0,SÃO PAULO
05-10-69,CORINTHIANS,0,1,GRÊMIO
12-10-69,CORINTHIANS,2,1,ATLÉTICO MINEIRO
19-10-69,CORINTHIANS,1,1,SANTOS
25-10-69,CORINTHIANS,2,1,VASCO DA GAMA
29-10-69,CORINTHIANS,2,0,BOTAFOGO
01-11-69,CORINTHIANS,2,0,FLUMINENSE
04-11-69,CORINTHIANS,4,1,SANTOS
07-11-69,CORINTHIANS,2,2,AMÉRICA
12-11-69,CORINTHIANS,3,2,CORITIBA
15-11-69,CORINTHIANS,0,1,PALMEIRAS
23-11-69,CORINTHIANS,0,0,FLAMENGO
30-11-69,CORINTHIANS,0,0,PALMEIRAS
03-12-69,CORINTHIANS,1,0,BOTAFOGO
07-12-69,CORINTHIANS,1,2,CRUZEIRO
11-01-70,CORINTHIANS,1,1,PAULISTA
14-01-70,CORINTHIANS,0,2,NACIONAL
17-01-70,CORINTHIANS,6,0,ESTRELA VERMELHA
23-01-70,CORINTHIANS,0,0,SAN LORENZO
29-01-70,CORINTHIANS,0,0,PEÑAROL
03-02-70,CORINTHIANS,1,3,RIVER PLATE
22-02-70,CORINTHIANS,5,0,CORINTHIANS (PRUDENTE)
07-03-70,CORINTHIANS,2,2,SÃO PAULO
15-03-70,CORINTHIANS,2,2,PALMEIRAS
22-03-70,CORINTHIANS,1,1,ATLÉTICO MINEIRO
25-03-70,CORINTHIANS,0,2,GUARANI
29-03-70,CORINTHIANS,1,0,SANTOS
04-04-70,CORINTHIANS,1,3,PALMEIRAS
08-04-70,CORINTHIANS,1,2,PORTUGUESA
11-04-70,CORINTHIANS,0,0,PALMEIRAS
14-04-70,CORINTHIANS,5,0,GRÊMIO CATANDUVENSE
18-04-70,CORINTHIANS,1,1,SANTOS
21-04-70,CORINTHIANS,0,1,PORTUGUESA
24-04-70,CORINTHIANS,1,1,SÃO PAULO
30-04-70,CORINTHIANS,1,0,NICE
02-05-70,CORINTHIANS,2,2,STANDARD LIÈGE
10-05-70,CORINTHIANS,0,1,SELEÇÃO DO MARROCOS
13-05-70,CORINTHIANS,1,1,VOJVODINA
15-05-70,CORINTHIANS,2,1,OLYMPIQUE MARSEILLE
23-05-70,CORINTHIANS,2,0,BREST
28-05-70,CORINTHIANS,2,4,FEYENOORD
27-06-70,CORINTHIANS,1,1,PONTE PRETA
05-07-70,CORINTHIANS,0,0,FERROVIÁRIA (ARARAQUARA)
08-07-70,CORINTHIANS,1,1,PORTUGUESA
12-07-70,CORINTHIANS,2,0,SÃO BENTO (SOROCABA)
15-07-70,CORINTHIANS,0,1,GUARANI
19-07-70,CORINTHIANS,1,1,SÃO PAULO
22-07-70,CORINTHIANS,4,1,BOTAFOGO (RIBEIRÃO PRETO)
26-07-70,CORINTHIANS,2,1,PALMEIRAS
02-08-70,CORINTHIANS,2,2,SANTOS
08-08-70,CORINTHIANS,0,0,AMÉRICA (RIO PRETO)
09-08-70,CORINTHIANS,1,1,BOTAFOGO (RIBEIRÃO PRETO)
12-08-70,CORINTHIANS,4,0,GUARANI
16-08-70,CORINTHIANS,0,1,PALMEIRAS
19-08-70,CORINTHIANS,1,0,SÃO BENTO (SOROCABA)
23-08-70,CORINTHIANS,0,0,PONTE PRETA
30-08-70,CORINTHIANS,1,1,SANTOS
06-09-70,CORINTHIANS,2,0,FERROVIÁRIA (ARARAQUARA)
09-09-70,CORINTHIANS,0,1,PORTUGUESA
13-09-70,CORINTHIANS,0,1,SÃO PAULO
20-09-70,CORINTHIANS,0,0,ATLÉTICO PARANAENSE
26-09-70,CORINTHIANS,0,1,FLUMINENSE
04-10-70,CORINTHIANS,1,3,ATLÉTICO MINEIRO
08-10-70,CORINTHIANS,1,1,CRUZEIRO
11-10-70,CORINTHIANS,2,1,SÃO PAULO
18-10-70,CORINTHIANS,1,0,PONTE PRETA
21-10-70,CORINTHIANS,0,1,BOTAFOGO
24-10-70,CORINTHIANS,3,3,AMÉRICA
27-10-70,CORINTHIANS,0,0,NACIONAL
01-11-70,CORINTHIANS,2,0,SANTOS
08-11-70,CORINTHIANS,0,0,INTERNACIONAL
11-11-70,CORINTHIANS,0,1,GRÊMIO
14-11-70,CORINTHIANS,3,1,VASCO DA GAMA
22-11-70,CORINTHIANS,1,1,PALMEIRAS
25-11-70,CORINTHIANS,0,0,SANTA CRUZ
29-11-70,CORINTHIANS,2,3,BAHIA
02-12-70,CORINTHIANS,6,1,CSA
05-12-70,CORINTHIANS,1,0,FLAMENGO
13-12-70,CORINTHIANS,0,2,RIO BRANCO
23-01-71,CORINTHIANS,1,3,BAHIA
27-01-71,CORINTHIANS,3,3,ATLÉTICO MINEIRO
30-01-71,CORINTHIANS,0,0,FLAMENGO
06-02-71,CORINTHIANS,3,0,INTERNACIONAL
11-02-71,CORINTHIANS,0,0,FLAMENGO
13-02-71,CORINTHIANS,0,0,ATLÉTICO MINEIRO
19-02-71,CORINTHIANS,1,0,INTERNACIONAL
27-02-71,CORINTHIANS,2,1,SÃO BENTO (SOROCABA)
04-03-71,CORINTHIANS,1,0,PAULISTA
07-03-71,CORINTHIANS,1,3,FLAMENGO
09-03-71,CORINTHIANS,2,1,MARÍLIA
13-03-71,CORINTHIANS,0,1,JUVENTUS
21-03-71,CORINTHIANS,2,2,FERROVIÁRIA (ARARAQUARA)
24-03-71,CORINTHIANS,0,1,PORTUGUESA
04-04-71,CORINTHIANS,1,1,SÃO PAULO
07-04-71,CORINTHIANS,1,1,BOTAFOGO (RIBEIRÃO PRETO)
11-04-71,CORINTHIANS,4,2,SANTOS
15-04-71,CORINTHIANS,0,0,GUARANI
21-04-71,CORINTHIANS,0,0,PONTE PRETA
25-04-71,CORINTHIANS,4,3,PALMEIRAS
01-05-71,CORINTHIANS,1,0,SÃO BENTO (SOROCABA)
05-05-71,CORINTHIANS,0,1,PONTE PRETA
09-05-71,CORINTHIANS,3,1,PORTUGUESA
15-05-71,CORINTHIANS,2,0,PAULISTA
23-05-71,CORINTHIANS,1,2,GUARANI
30-05-71,CORINTHIANS,6,1,JUVENTUS
06-06-71,CORINTHIANS,1,0,SÃO PAULO
09-06-71,CORINTHIANS,3,0,FERROVIÁRIA (ARARAQUARA)
13-06-71,CORINTHIANS,0,0,PALMEIRAS
20-06-71,CORINTHIANS,3,3,SANTOS
27-06-71,CORINTHIANS,1,1,BOTAFOGO (RIBEIRÃO PRETO)
29-07-71,CORINTHIANS,3,1,SAN LORENZO
04-08-71,CORINTHIANS,1,4,ATLÉTICO MINEIRO
07-08-71,CORINTHIANS,4,1,SANTA CRUZ
11-08-71,CORINTHIANS,1,0,CEARÁ
15-08-71,CORINTHIANS,0,0,PALMEIRAS
21-08-71,CORINTHIANS,0,0,CRUZEIRO
26-08-71,CORINTHIANS,4,1,PORTUGUESA
29-08-71,CORINTHIANS,1,0,FLUMINENSE
31-08-71,CORINTHIANS,2,1,NOROESTE
05-09-71,CORINTHIANS,2,2,INTERNACIONAL
08-09-71,CORINTHIANS,2,3,CORITIBA
11-09-71,CORINTHIANS,1,0,VASCO DA GAMA
18-09-71,CORINTHIANS,1,0,SPORT
22-09-71,CORINTHIANS,0,0,ATLÉTICO MINEIRO
26-09-71,CORINTHIANS,2,1,BAHIA
02-10-71,CORINTHIANS,3,1,AMÉRICA
09-10-71,CORINTHIANS,0,1,BOTAFOGO
17-10-71,CORINTHIANS,0,2,SÃO PAULO
24-10-71,CORINTHIANS,3,1,FLAMENGO
30-10-71,CORINTHIANS,1,1,SANTOS
03-11-71,CORINTHIANS,2,1,FAST CLUBE
07-11-71,CORINTHIANS,3,1,AMÉRICA
14-11-71,CORINTHIANS,1,1,GRÊMIO
21-11-71,CORINTHIANS,0,1,SÃO PAULO
24-11-71,CORINTHIANS,1,0,AMÉRICA
28-11-71,CORINTHIANS,0,1,CRUZEIRO
01-12-71,CORINTHIANS,1,3,AMÉRICA
04-12-71,CORINTHIANS,0,0,SÃO PAULO
08-12-71,CORINTHIANS,2,0,CRUZEIRO
12-12-71,CORINTHIANS,1,2,GRÊMIO CATANDUVENSE
15-12-71,CORINTHIANS,1,1,LONDRINA (EC)
19-12-71,CORINTHIANS,1,1,GRÊMIO MARINGÁ
27-01-72,CORINTHIANS,1,1,PALMEIRAS
30-01-72,CORINTHIANS,1,1,SÃO JOSÉ (EC SJ)
02-02-72,CORINTHIANS,0,1,ATLÉTICO MINEIRO
06-02-72,CORINTHIANS,1,0,BAHIA
10-02-72,CORINTHIANS,0,0,INTERNACIONAL
13-02-72,CORINTHIANS,2,1,CALDENSE
17-02-72,CORINTHIANS,1,2,FLAMENGO
20-02-72,CORINTHIANS,0,0,COMERCIAL (RIBEIRÃO PRETO)
04-03-72,CORINTHIANS,2,0,XV DE PIRACICABA
11-03-72,CORINTHIANS,1,2,SÃO BENTO (SOROCABA)
19-03-72,CORINTHIANS,0,0,SÃO PAULO
26-03-72,CORINTHIANS,4,0,AMÉRICA (RIO PRETO)
09-04-72,CORINTHIANS,4,1,PORTUGUESA
12-04-72,CORINTHIANS,0,0,MARÍLIA
16-04-72,CORINTHIANS,0,1,GUARANI
23-04-72,CORINTHIANS,1,1,PALMEIRAS
29-04-72,CORINTHIANS,0,1,JUVENTUS
06-05-72,CORINTHIANS,1,0,PONTE PRETA
14-05-72,CORINTHIANS,1,1,SANTOS
18-05-72,CORINTHIANS,5,0,FERROVIÁRIA (ARARAQUARA)
01-06-72,CORINTHIANS,3,0,BESIKTAS
03-06-72,CORINTHIANS,5,2,BESIKTAS
11-06-72,CORINTHIANS,2,0,OLYMPIAKOS
14-06-72,CORINTHIANS,2,2,SLOBODA
15-06-72,CORINTHIANS,2,0,BORAC
20-06-72,CORINTHIANS,1,0,ROMA
28-06-72,CORINTHIANS,0,2,GIJÓN
29-06-72,CORINTHIANS,3,1,PEÑAROL
15-07-72,CORINTHIANS,1,0,AMÉRICA (RIO PRETO)
23-07-72,CORINTHIANS,1,0,PONTE PRETA
30-07-72,CORINTHIANS,0,0,PALMEIRAS
02-08-72,CORINTHIANS,0,0,XV DE PIRACICABA
06-08-72,CORINTHIANS,1,1,SÃO PAULO
12-08-72,CORINTHIANS,2,0,GUARANI
20-08-72,CORINTHIANS,2,0,FERROVIÁRIA (ARARAQUARA)
23-08-72,CORINTHIANS,0,0,JUVENTUS
27-08-72,CORINTHIANS,0,1,PORTUGUESA
30-08-72,CORINTHIANS,1,0,SANTOS
02-09-72,CORINTHIANS,1,1,SÃO BENTO (SOROCABA)
10-09-72,CORINTHIANS,1,1,FLUMINENSE
13-09-72,CORINTHIANS,0,0,AMÉRICA
17-09-72,CORINTHIANS,1,1,ATLÉTICO MINEIRO
20-09-72,CORINTHIANS,1,0,CRUZEIRO
24-09-72,CORINTHIANS,0,2,NACIONAL
27-09-72,CORINTHIANS,2,2,REMO
01-10-72,CORINTHIANS,3,2,PORTUGUESA
05-10-72,CORINTHIANS,3,3,SANTA CRUZ
07-10-72,CORINTHIANS,1,0,NÁUTICO
11-10-72,CORINTHIANS,0,0,CRB
14-10-72,CORINTHIANS,0,0,FLAMENGO
18-10-72,CORINTHIANS,1,3,SÃO PAULO
22-10-72,CORINTHIANS,0,0,BOTAFOGO
25-10-72,CORINTHIANS,3,1,SERGIPE
28-10-72,CORINTHIANS,2,1,VITÓRIA
01-11-72,CORINTHIANS,1,0,PALMEIRAS
05-11-72,CORINTHIANS,1,0,CORITIBA
08-11-72,CORINTHIANS,1,0,GRÊMIO
12-11-72,CORINTHIANS,1,1,VASCO DA GAMA
16-11-72,CORINTHIANS,0,2,INTERNACIONAL
19-11-72,CORINTHIANS,1,0,CEARÁ
22-11-72,CORINTHIANS,3,0,ABC
26-11-72,CORINTHIANS,0,4,SANTOS
29-11-72,CORINTHIANS,3,1,BAHIA
03-12-72,CORINTHIANS,0,0,AMÉRICA
10-12-72,CORINTHIANS,0,0,ATLÉTICO MINEIRO
14-12-72,CORINTHIANS,1,0,CEARÁ
17-12-72,CORINTHIANS,0,0,FLUMINENSE
20-12-72,CORINTHIANS,1,2,BOTAFOGO
24-01-73,CORINTHIANS,0,0,FLAMENGO
28-01-73,CORINTHIANS,2,1,RIO CLARO
31-01-73,CORINTHIANS,1,0,INTERNACIONAL
04-02-73,CORINTHIANS,2,0,SAAD
07-02-73,CORINTHIANS,0,0,CORITIBA
10-02-73,CORINTHIANS,1,0,PORTUGUESA
13-02-73,CORINTHIANS,0,1,BAHIA
16-02-73,CORINTHIANS,1,0,ATLÉTICO MINEIRO
21-02-73,CORINTHIANS,0,1,CORITIBA
24-02-73,CORINTHIANS,1,0,SÃO PAULO
27-02-73,CORINTHIANS,0,0,BAHIA
03-03-73,CORINTHIANS,2,1,PALMEIRAS
18-03-73,CORINTHIANS,1,0,PORTUGUESA
25-03-73,CORINTHIANS,0,0,PONTE PRETA
04-04-73,CORINTHIANS,1,1,PALMEIRAS
07-04-73,CORINTHIANS,0,1,AMÉRICA (RIO PRETO)
15-04-73,CORINTHIANS,0,0,SÃO PAULO
21-04-73,CORINTHIANS,4,0,SÃO BENTO (SOROCABA)
29-04-73,CORINTHIANS,0,3,SANTOS
06-05-73,CORINTHIANS,2,0,FERROVIÁRIA (ARARAQUARA)
11-05-73,CORINTHIANS,2,0,JUVENTUS
16-05-73,CORINTHIANS,0,0,BOTAFOGO (RIBEIRÃO PRETO)
20-05-73,CORINTHIANS,2,0,GUARANI
26-05-73,CORINTHIANS,0,1,PALMEIRAS
31-05-73,CORINTHIANS,0,1,JUVENTUS
03-06-73,CORINTHIANS,2,2,SÃO JOSÉ (EC SJ)
10-06-73,CORINTHIANS,1,1,SÃO PAULO
17-06-73,CORINTHIANS,0,1,PORTUGUESA
21-06-73,CORINTHIANS,3,0,OPERÁRIO
24-06-73,CORINTHIANS,0,0,OPERÁRIO
28-06-73,CORINTHIANS,3,0,FLAMENGO
08-07-73,CORINTHIANS,1,2,AMÉRICA (RIO PRETO)
12-07-73,CORINTHIANS,3,1,SÃO BENTO (SOROCABA)
15-07-73,CORINTHIANS,2,0,BOTAFOGO (RIBEIRÃO PRETO)
19-07-73,CORINTHIANS,0,0,JUVENTUS
22-07-73,CORINTHIANS,1,1,SANTOS
25-07-73,CORINTHIANS,1,1,GUARANI
28-07-73,CORINTHIANS,3,1,FERROVIÁRIA (ARARAQUARA)
05-08-73,CORINTHIANS,1,1,PALMEIRAS
11-08-73,CORINTHIANS,3,0,PONTE PRETA
15-08-73,CORINTHIANS,0,2,PORTUGUESA
19-08-73,CORINTHIANS,2,1,SÃO PAULO
25-08-73,CORINTHIANS,0,0,AMÉRICA
29-08-73,CORINTHIANS,1,0,GUARANI
02-09-73,CORINTHIANS,0,3,CORITIBA
05-09-73,CORINTHIANS,1,1,FIGUEIRENSE
09-09-73,CORINTHIANS,1,0,SÃO PAULO
12-09-73,CORINTHIANS,0,0,MOTO CLUBE
16-09-73,CORINTHIANS,0,1,TIRADENTES
22-09-73,CORINTHIANS,1,0,INTERNACIONAL
27-09-73,CORINTHIANS,2,1,SPORT
30-09-73,CORINTHIANS,3,0,CRB
03-10-73,CORINTHIANS,1,0,BAHIA
07-10-73,CORINTHIANS,1,1,BOTAFOGO
13-10-73,CORINTHIANS,2,0,PAYSANDU
17-10-73,CORINTHIANS,2,1,NACIONAL
21-10-73,CORINTHIANS,3,1,FLUMINENSE
25-10-73,CORINTHIANS,1,1,AMÉRICA
28-10-73,CORINTHIANS,1,1,FORTALEZA
31-10-73,CORINTHIANS,1,2,CEUB
04-11-73,CORINTHIANS,0,0,CRUZEIRO
11-11-73,CORINTHIANS,0,1,GUARANI
14-11-73,CORINTHIANS,0,0,GRÊMIO
18-11-73,CORINTHIANS,1,2,PALMEIRAS
24-11-73,CORINTHIANS,1,0,SANTOS
29-11-73,CORINTHIANS,2,2,ATLÉTICO PARANAENSE
02-12-73,CORINTHIANS,0,0,SÃO PAULO
05-12-73,CORINTHIANS,1,1,UMUARANA
08-12-73,CORINTHIANS,1,2,PORTUGUESA
12-12-73,CORINTHIANS,1,2,CORITIBA
15-12-73,CORINTHIANS,2,2,INTERNACIONAL
09-01-74,CORINTHIANS,1,1,CALDENSE
12-01-74,CORINTHIANS,2,2,BAHIA
16-01-74,CORINTHIANS,1,0,CORITIBA
20-01-74,CORINTHIANS,0,2,ATLÉTICO MINEIRO
24-01-74,CORINTHIANS,1,1,VASCO DA GAMA
27-01-74,CORINTHIANS,0,0,PALMEIRAS
30-01-74,CORINTHIANS,0,1,AMÉRICA
03-02-74,CORINTHIANS,1,0,CEARÁ
06-02-74,CORINTHIANS,3,0,TIRADENTES
10-02-74,CORINTHIANS,0,0,INTERNACIONAL
17-02-74,CORINTHIANS,1,5,FLAMENGO
06-03-74,CORINTHIANS,1,0,CERRO
10-03-74,CORINTHIANS,2,1,CEUB
13-03-74,CORINTHIANS,0,0,GOIÁS
17-03-74,CORINTHIANS,0,0,PALMEIRAS
24-03-74,CORINTHIANS,3,1,AMÉRICA
30-03-74,CORINTHIANS,1,0,CEARÁ
06-04-74,CORINTHIANS,2,2,PORTUGUESA
13-04-74,CORINTHIANS,1,2,ATLÉTICO MINEIRO
20-04-74,CORINTHIANS,0,2,NÁUTICO
23-04-74,CORINTHIANS,1,0,OPERÁRIO
27-04-74,CORINTHIANS,4,1,SPORT
04-05-74,CORINTHIANS,1,1,GUARANI
11-05-74,CORINTHIANS,0,1,CRUZEIRO
15-05-74,CORINTHIANS,1,1,RIO NEGRO
19-05-74,CORINTHIANS,1,1,SANTOS
25-05-74,CORINTHIANS,0,0,SANTA CRUZ
01-06-74,CORINTHIANS,5,0,NACIONAL
05-06-74,CORINTHIANS,3,0,CSA
09-06-74,CORINTHIANS,1,1,SÃO PAULO
12-06-74,CORINTHIANS,3,2,PALESTRA SÃO BERNARDO
16-06-74,CORINTHIANS,0,2,FORTALEZA
27-06-74,CORINTHIANS,0,0,SAN LORENZO
30-06-74,CORINTHIANS,1,0,ATLÉTICO MINEIRO
03-07-74,CORINTHIANS,0,1,VITÓRIA
06-07-74,CORINTHIANS,2,2,NACIONAL
11-07-74,CORINTHIANS,0,0,OPERÁRIO
14-07-74,CORINTHIANS,0,2,VASCO DA GAMA
04-08-74,CORINTHIANS,5,0,AMÉRICA (RIO PRETO)
11-08-74,CORINTHIANS,1,0,MARÍLIA
14-08-74,CORINTHIANS,0,2,JUVENTUS
18-08-74,CORINTHIANS,3,1,PALMEIRAS
25-08-74,CORINTHIANS,1,1,GUARANI
28-08-74,CORINTHIANS,1,0,NOROESTE
01-09-74,CORINTHIANS,0,0,PORTUGUESA
06-09-74,CORINTHIANS,0,1,BOTAFOGO
08-09-74,CORINTHIANS,2,2,CEUB
14-09-74,CORINTHIANS,2,0,SAAD
18-09-74,CORINTHIANS,0,1,PONTE PRETA
21-09-74,CORINTHIANS,1,0,COMERCIAL (RIBEIRÃO PRETO)
29-09-74,CORINTHIANS,1,0,SANTOS
02-10-74,CORINTHIANS,2,2,BOTAFOGO (RIBEIRÃO PRETO)
05-10-74,CORINTHIANS,2,0,SÃO BENTO (SOROCABA)
09-10-74,CORINTHIANS,1,0,SÃO PAULO
12-10-74,CORINTHIANS,0,1,BOTAFOGO (RIBEIRÃO PRETO)
16-10-74,CORINTHIANS,1,2,JUVENTUS
